v8-version,7,8,279,23,-node.46,0
code-creation,BytecodeHandler,1,5220,0x147c6e0,44,LdaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,5222,0x147c720,44,LdaImmutableCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,5225,0x147c760,148,StaContextSlot.Wide
code-creation,BytecodeHandler,1,5228,0x147c800,120,StaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,5231,0x147c880,149,LdaLookupSlot.Wide
code-creation,BytecodeHandler,1,5233,0x147c920,229,LdaLookupContextSlot.Wide
code-creation,BytecodeHandler,1,5236,0x147ca20,3634,LdaLookupGlobalSlot.Wide
code-creation,BytecodeHandler,1,5240,0x147d860,149,LdaLookupSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,5243,0x147d900,229,LdaLookupContextSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,5246,0x147da00,3540,LdaLookupGlobalSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,5249,0x147e7e0,257,StaLookupSlot.Wide
code-creation,BytecodeHandler,1,5252,0x147e900,40,Ldar.Wide
code-creation,BytecodeHandler,1,5254,0x147e940,40,Star.Wide
code-creation,BytecodeHandler,1,5257,0x147e980,48,Mov.Wide
code-creation,BytecodeHandler,1,5259,0x147e9c0,3673,LdaNamedProperty.Wide
code-creation,BytecodeHandler,1,5262,0x147f820,145,LdaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,5264,0x147f8c0,177,LdaKeyedProperty.Wide
code-creation,BytecodeHandler,1,5267,0x147f980,212,LdaModuleVariable.Wide
code-creation,BytecodeHandler,1,5270,0x147fa60,326,StaModuleVariable.Wide
code-creation,BytecodeHandler,1,5272,0x147fbc0,197,StaNamedProperty.Wide
code-creation,BytecodeHandler,1,5275,0x147fca0,161,StaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,5278,0x147fd60,197,StaNamedOwnProperty.Wide
code-creation,BytecodeHandler,1,5280,0x147fe40,189,StaKeyedProperty.Wide
code-creation,BytecodeHandler,1,5283,0x147ff00,189,StaInArrayLiteral.Wide
code-creation,BytecodeHandler,1,5286,0x147ffc0,221,StaDataPropertyInLiteral.Wide
code-creation,BytecodeHandler,1,5288,0x14800a0,185,CollectTypeProfile.Wide
code-creation,BytecodeHandler,1,5291,0x1480160,1214,Add.Wide
code-creation,BytecodeHandler,1,5293,0x1480620,1074,Sub.Wide
code-creation,BytecodeHandler,1,5296,0x1480a60,1126,Mul.Wide
code-creation,BytecodeHandler,1,5298,0x1480ee0,1130,Div.Wide
code-creation,BytecodeHandler,1,5301,0x1481360,1146,Mod.Wide
code-creation,BytecodeHandler,1,5303,0x14817e0,205,Exp.Wide
code-creation,BytecodeHandler,1,5306,0x14818c0,1144,BitwiseOr.Wide
code-creation,BytecodeHandler,1,5308,0x1481d40,1140,BitwiseXor.Wide
code-creation,BytecodeHandler,1,5311,0x14821c0,1140,BitwiseAnd.Wide
code-creation,BytecodeHandler,1,5313,0x1482640,1144,ShiftLeft.Wide
code-creation,BytecodeHandler,1,5316,0x1482ac0,1144,ShiftRight.Wide
code-creation,BytecodeHandler,1,5318,0x1482f40,1318,ShiftRightLogical.Wide
code-creation,BytecodeHandler,1,5321,0x1483480,1022,AddSmi.Wide
code-creation,BytecodeHandler,1,5323,0x1483880,884,SubSmi.Wide
code-creation,BytecodeHandler,1,5326,0x1483c00,902,MulSmi.Wide
code-creation,BytecodeHandler,1,5328,0x1483fa0,950,DivSmi.Wide
code-creation,BytecodeHandler,1,5331,0x1484360,914,ModSmi.Wide
code-creation,BytecodeHandler,1,5333,0x1484700,209,ExpSmi.Wide
code-creation,BytecodeHandler,1,5336,0x14847e0,600,BitwiseOrSmi.Wide
code-creation,BytecodeHandler,1,5338,0x1484a40,600,BitwiseXorSmi.Wide
code-creation,BytecodeHandler,1,5341,0x1484ca0,600,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,5343,0x1484f00,616,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,5346,0x1485180,616,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,5348,0x1485400,774,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,5351,0x1485720,621,Inc.Wide
code-creation,BytecodeHandler,1,5354,0x14859a0,617,Dec.Wide
code-creation,BytecodeHandler,1,5356,0x1485c20,649,Negate.Wide
code-creation,BytecodeHandler,1,5358,0x1485ec0,592,BitwiseNot.Wide
code-creation,BytecodeHandler,1,5361,0x1486120,145,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,5364,0x14861c0,137,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,5366,0x1486260,125,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,5369,0x14862e0,428,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,5372,0x14864a0,428,CallProperty.Wide
code-creation,BytecodeHandler,1,5374,0x1486660,424,CallProperty0.Wide
code-creation,BytecodeHandler,1,5377,0x1486820,436,CallProperty1.Wide
code-creation,BytecodeHandler,1,5379,0x14869e0,448,CallProperty2.Wide
code-creation,BytecodeHandler,1,5382,0x1486bc0,424,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,5385,0x1486d80,368,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,5387,0x1486f00,444,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,5392,0x14870c0,452,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,5395,0x14872a0,72,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,5398,0x1487300,428,CallWithSpread.Wide
code-creation,BytecodeHandler,1,5400,0x14874c0,149,CallRuntime.Wide
code-creation,BytecodeHandler,1,5403,0x1487560,193,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,5405,0x1487640,72,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,5408,0x14876a0,1878,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,5411,0x1487e00,1130,Construct.Wide
code-creation,BytecodeHandler,1,5413,0x1488280,573,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,5416,0x14884c0,2024,TestEqual.Wide
code-creation,BytecodeHandler,1,5418,0x1488cc0,1121,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,5421,0x1489140,2036,TestLessThan.Wide
code-creation,BytecodeHandler,1,5423,0x1489940,2036,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,5426,0x148a140,2036,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,5429,0x148a940,2036,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,5431,0x148b140,56,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,5434,0x148b180,976,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,5437,0x148b560,177,TestIn.Wide
code-creation,BytecodeHandler,1,5439,0x148b620,141,ToName.Wide
code-creation,BytecodeHandler,1,5442,0x148b6c0,237,ToNumber.Wide
code-creation,BytecodeHandler,1,5444,0x148b7c0,277,ToNumeric.Wide
code-creation,BytecodeHandler,1,5447,0x148b8e0,141,ToObject.Wide
code-creation,BytecodeHandler,1,5449,0x148b980,398,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,5452,0x148bb20,1576,CreateArrayLiteral.Wide
code-creation,BytecodeHandler,1,5455,0x148c160,890,CreateEmptyArrayLiteral.Wide
code-creation,BytecodeHandler,1,5457,0x148c4e0,2040,CreateObjectLiteral.Wide
code-creation,BytecodeHandler,1,5460,0x148cce0,193,CloneObject.Wide
code-creation,BytecodeHandler,1,5463,0x148cdc0,374,GetTemplateObject.Wide
code-creation,BytecodeHandler,1,5465,0x148cf40,373,CreateClosure.Wide
code-creation,BytecodeHandler,1,5468,0x148d0c0,145,CreateBlockContext.Wide
code-creation,BytecodeHandler,1,5471,0x148d160,157,CreateCatchContext.Wide
code-creation,BytecodeHandler,1,5473,0x148d200,278,CreateFunctionContext.Wide
code-creation,BytecodeHandler,1,5476,0x148d320,278,CreateEvalContext.Wide
code-creation,BytecodeHandler,1,5478,0x148d440,157,CreateWithContext.Wide
code-creation,BytecodeHandler,1,5481,0x148d4e0,394,JumpLoop.Wide
code-creation,BytecodeHandler,1,5484,0x148d680,52,Jump.Wide
code-creation,BytecodeHandler,1,5486,0x148d6c0,68,JumpConstant.Wide
code-creation,BytecodeHandler,1,5489,0x148d720,88,JumpIfNullConstant.Wide
code-creation,BytecodeHandler,1,5491,0x148d780,88,JumpIfNotNullConstant.Wide
code-creation,BytecodeHandler,1,5494,0x148d7e0,88,JumpIfUndefinedConstant.Wide
code-creation,BytecodeHandler,1,5497,0x148d840,88,JumpIfNotUndefinedConstant.Wide
code-creation,BytecodeHandler,1,5499,0x148d8a0,92,JumpIfUndefinedOrNullConstant.Wide
code-creation,BytecodeHandler,1,5502,0x148d900,88,JumpIfTrueConstant.Wide
code-creation,BytecodeHandler,1,5505,0x148d960,88,JumpIfFalseConstant.Wide
code-creation,BytecodeHandler,1,5507,0x148d9c0,96,JumpIfJSReceiverConstant.Wide
code-creation,BytecodeHandler,1,5510,0x148da40,300,JumpIfToBooleanTrueConstant.Wide
code-creation,BytecodeHandler,1,5513,0x148db80,300,JumpIfToBooleanFalseConstant.Wide
code-creation,BytecodeHandler,1,5516,0x148dcc0,288,JumpIfToBooleanTrue.Wide
code-creation,BytecodeHandler,1,5518,0x148de00,288,JumpIfToBooleanFalse.Wide
code-creation,BytecodeHandler,1,5521,0x148df40,76,JumpIfTrue.Wide
code-creation,BytecodeHandler,1,5524,0x148dfa0,76,JumpIfFalse.Wide
code-creation,BytecodeHandler,1,5526,0x148e000,76,JumpIfNull.Wide
code-creation,BytecodeHandler,1,5529,0x148e060,76,JumpIfNotNull.Wide
code-creation,BytecodeHandler,1,5531,0x148e0c0,76,JumpIfUndefined.Wide
code-creation,BytecodeHandler,1,5534,0x148e120,76,JumpIfNotUndefined.Wide
code-creation,BytecodeHandler,1,5536,0x148e180,80,JumpIfUndefinedOrNull.Wide
code-creation,BytecodeHandler,1,5541,0x148e1e0,84,JumpIfJSReceiver.Wide
code-creation,BytecodeHandler,1,5543,0x148e240,120,SwitchOnSmiNoFeedback.Wide
code-creation,BytecodeHandler,1,5546,0x148e2c0,533,ForInEnumerate.Wide
code-creation,BytecodeHandler,1,5549,0x148e4e0,292,ForInPrepare.Wide
code-creation,BytecodeHandler,1,5551,0x148e620,68,ForInContinue.Wide
code-creation,BytecodeHandler,1,5554,0x148e680,330,ForInNext.Wide
code-creation,BytecodeHandler,1,5556,0x148e7e0,56,ForInStep.Wide
code-creation,BytecodeHandler,1,5559,0x148e820,185,ThrowReferenceErrorIfHole.Wide
code-creation,BytecodeHandler,1,5562,0x148e8e0,132,SwitchOnGeneratorState.Wide
code-creation,BytecodeHandler,1,5564,0x148e980,690,SuspendGenerator.Wide
code-creation,BytecodeHandler,1,5567,0x148ec40,244,ResumeGenerator.Wide
code-creation,BytecodeHandler,1,5570,0x148ed40,177,GetIterator.Wide
code-creation,BytecodeHandler,1,5572,0x148ee00,149,IncBlockCounter.Wide
code-creation,BytecodeHandler,1,5575,0x148eea0,77,Abort.Wide
code-creation,BytecodeHandler,1,5577,0x148ef00,286,DebugBreak1.ExtraWide
code-creation,BytecodeHandler,1,5580,0x148f020,286,DebugBreak2.ExtraWide
code-creation,BytecodeHandler,1,5582,0x148f140,286,DebugBreak3.ExtraWide
code-creation,BytecodeHandler,1,5585,0x148f260,286,DebugBreak4.ExtraWide
code-creation,BytecodeHandler,1,5588,0x148f380,286,DebugBreak5.ExtraWide
code-creation,BytecodeHandler,1,5590,0x148f4a0,286,DebugBreak6.ExtraWide
code-creation,BytecodeHandler,1,5593,0x148f5c0,36,LdaSmi.ExtraWide
code-creation,BytecodeHandler,1,5595,0x148f600,40,LdaConstant.ExtraWide
code-creation,BytecodeHandler,1,5598,0x148f640,3356,LdaGlobal.ExtraWide
code-creation,BytecodeHandler,1,5601,0x1490360,3270,LdaGlobalInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,5603,0x1491040,241,StaGlobal.ExtraWide
code-creation,BytecodeHandler,1,5606,0x1491140,44,PushContext.ExtraWide
code-creation,BytecodeHandler,1,5609,0x1491180,40,PopContext.ExtraWide
code-creation,BytecodeHandler,1,5611,0x14911c0,68,LdaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5614,0x1491220,68,LdaImmutableContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5617,0x1491280,44,LdaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5619,0x14912c0,44,LdaImmutableCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5622,0x1491300,144,StaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5625,0x14913a0,116,StaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5628,0x1491420,145,LdaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,5630,0x14914c0,225,LdaLookupContextSlot.ExtraWide
code-creation,BytecodeHandler,1,5633,0x14915c0,3622,LdaLookupGlobalSlot.ExtraWide
code-creation,BytecodeHandler,1,5636,0x1492400,145,LdaLookupSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,5639,0x14924a0,225,LdaLookupContextSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,5642,0x14925a0,3532,LdaLookupGlobalSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,5645,0x1493380,257,StaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,5647,0x14934a0,40,Ldar.ExtraWide
code-creation,BytecodeHandler,1,5650,0x14934e0,36,Star.ExtraWide
code-creation,BytecodeHandler,1,5652,0x1493520,48,Mov.ExtraWide
code-creation,BytecodeHandler,1,5655,0x1493560,3665,LdaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,5658,0x14943c0,145,LdaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,5660,0x1494460,177,LdaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,5663,0x1494520,208,LdaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,5666,0x1494600,322,StaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,5669,0x1494760,193,StaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,5671,0x1494840,157,StaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,5674,0x14948e0,193,StaNamedOwnProperty.ExtraWide
code-creation,BytecodeHandler,1,5677,0x14949c0,189,StaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,5679,0x1494a80,189,StaInArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,5682,0x1494b40,217,StaDataPropertyInLiteral.ExtraWide
code-creation,BytecodeHandler,1,5687,0x1494c20,185,CollectTypeProfile.ExtraWide
code-creation,BytecodeHandler,1,5689,0x1494ce0,1210,Add.ExtraWide
code-creation,BytecodeHandler,1,5692,0x14951a0,1070,Sub.ExtraWide
code-creation,BytecodeHandler,1,5694,0x14955e0,1126,Mul.ExtraWide
code-creation,BytecodeHandler,1,5697,0x1495a60,1130,Div.ExtraWide
code-creation,BytecodeHandler,1,5699,0x1495ee0,1146,Mod.ExtraWide
code-creation,BytecodeHandler,1,5702,0x1496360,205,Exp.ExtraWide
code-creation,BytecodeHandler,1,5704,0x1496440,1144,BitwiseOr.ExtraWide
code-creation,BytecodeHandler,1,5707,0x14968c0,1136,BitwiseXor.ExtraWide
code-creation,BytecodeHandler,1,5710,0x1496d40,1136,BitwiseAnd.ExtraWide
code-creation,BytecodeHandler,1,5712,0x14971c0,1144,ShiftLeft.ExtraWide
code-creation,BytecodeHandler,1,5715,0x1497640,1144,ShiftRight.ExtraWide
code-creation,BytecodeHandler,1,5717,0x1497ac0,1314,ShiftRightLogical.ExtraWide
code-creation,BytecodeHandler,1,5723,0x1498000,1022,AddSmi.ExtraWide
code-creation,BytecodeHandler,1,5726,0x1498400,884,SubSmi.ExtraWide
code-creation,BytecodeHandler,1,5729,0x1498780,902,MulSmi.ExtraWide
code-creation,BytecodeHandler,1,5733,0x1498b20,946,DivSmi.ExtraWide
code-creation,BytecodeHandler,1,5736,0x1498ee0,914,ModSmi.ExtraWide
code-creation,BytecodeHandler,1,5739,0x1499280,209,ExpSmi.ExtraWide
code-creation,BytecodeHandler,1,5742,0x1499360,596,BitwiseOrSmi.ExtraWide
code-creation,BytecodeHandler,1,5745,0x14995c0,596,BitwiseXorSmi.ExtraWide
code-creation,BytecodeHandler,1,5749,0x1499820,596,BitwiseAndSmi.ExtraWide
code-creation,BytecodeHandler,1,5752,0x1499a80,616,ShiftLeftSmi.ExtraWide
code-creation,BytecodeHandler,1,5755,0x1499d00,616,ShiftRightSmi.ExtraWide
code-creation,BytecodeHandler,1,5759,0x1499f80,774,ShiftRightLogicalSmi.ExtraWide
code-creation,BytecodeHandler,1,5762,0x149a2a0,617,Inc.ExtraWide
code-creation,BytecodeHandler,1,5765,0x149a520,617,Dec.ExtraWide
code-creation,BytecodeHandler,1,5768,0x149a7a0,649,Negate.ExtraWide
code-creation,BytecodeHandler,1,5772,0x149aa40,592,BitwiseNot.ExtraWide
code-creation,BytecodeHandler,1,5775,0x149aca0,145,DeletePropertyStrict.ExtraWide
code-creation,BytecodeHandler,1,5778,0x149ad40,137,DeletePropertySloppy.ExtraWide
code-creation,BytecodeHandler,1,5782,0x149ade0,125,GetSuperConstructor.ExtraWide
code-creation,BytecodeHandler,1,5785,0x149ae60,424,CallAnyReceiver.ExtraWide
code-creation,BytecodeHandler,1,5788,0x149b020,424,CallProperty.ExtraWide
code-creation,BytecodeHandler,1,5791,0x149b1e0,420,CallProperty0.ExtraWide
code-creation,BytecodeHandler,1,5795,0x149b3a0,432,CallProperty1.ExtraWide
code-creation,BytecodeHandler,1,5798,0x149b560,444,CallProperty2.ExtraWide
code-creation,BytecodeHandler,1,5801,0x149b720,420,CallUndefinedReceiver.ExtraWide
code-creation,BytecodeHandler,1,5804,0x149b8e0,368,CallUndefinedReceiver0.ExtraWide
code-creation,BytecodeHandler,1,5808,0x149ba60,440,CallUndefinedReceiver1.ExtraWide
code-creation,BytecodeHandler,1,5811,0x149bc20,448,CallUndefinedReceiver2.ExtraWide
code-creation,BytecodeHandler,1,5814,0x149be00,68,CallNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,5818,0x149be60,424,CallWithSpread.ExtraWide
code-creation,BytecodeHandler,1,5821,0x149c020,149,CallRuntime.ExtraWide
code-creation,BytecodeHandler,1,5824,0x149c0c0,189,CallRuntimeForPair.ExtraWide
code-creation,BytecodeHandler,1,5828,0x149c180,68,CallJSRuntime.ExtraWide
code-creation,BytecodeHandler,1,5831,0x149c1e0,1874,InvokeIntrinsic.ExtraWide
code-creation,BytecodeHandler,1,5834,0x149c940,1126,Construct.ExtraWide
code-creation,BytecodeHandler,1,5837,0x149cdc0,569,ConstructWithSpread.ExtraWide
code-creation,BytecodeHandler,1,5843,0x149d000,2024,TestEqual.ExtraWide
code-creation,BytecodeHandler,1,5846,0x149d800,1121,TestEqualStrict.ExtraWide
code-creation,BytecodeHandler,1,5850,0x149dc80,2036,TestLessThan.ExtraWide
code-creation,BytecodeHandler,1,5854,0x149e480,2036,TestGreaterThan.ExtraWide
code-creation,BytecodeHandler,1,5857,0x149ec80,2036,TestLessThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,5860,0x149f480,2036,TestGreaterThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,5866,0x149fc80,56,TestReferenceEqual.ExtraWide
code-creation,BytecodeHandler,1,5870,0x149fcc0,972,TestInstanceOf.ExtraWide
code-creation,BytecodeHandler,1,5873,0x14a00a0,177,TestIn.ExtraWide
code-creation,BytecodeHandler,1,5876,0x14a0160,137,ToName.ExtraWide
code-creation,BytecodeHandler,1,5879,0x14a0200,237,ToNumber.ExtraWide
code-creation,BytecodeHandler,1,5882,0x14a0300,277,ToNumeric.ExtraWide
code-creation,BytecodeHandler,1,5886,0x14a0420,137,ToObject.ExtraWide
code-creation,BytecodeHandler,1,5889,0x14a04c0,398,CreateRegExpLiteral.ExtraWide
code-creation,BytecodeHandler,1,5892,0x14a0660,1576,CreateArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,5895,0x14a0ca0,890,CreateEmptyArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,5899,0x14a1020,2036,CreateObjectLiteral.ExtraWide
code-creation,BytecodeHandler,1,5902,0x14a1820,189,CloneObject.ExtraWide
code-creation,BytecodeHandler,1,5905,0x14a18e0,370,GetTemplateObject.ExtraWide
code-creation,BytecodeHandler,1,5909,0x14a1a60,373,CreateClosure.ExtraWide
code-creation,BytecodeHandler,1,5912,0x14a1be0,145,CreateBlockContext.ExtraWide
code-creation,BytecodeHandler,1,5915,0x14a1c80,153,CreateCatchContext.ExtraWide
code-creation,BytecodeHandler,1,5919,0x14a1d20,274,CreateFunctionContext.ExtraWide
code-creation,BytecodeHandler,1,5922,0x14a1e40,278,CreateEvalContext.ExtraWide
code-creation,BytecodeHandler,1,5925,0x14a1f60,153,CreateWithContext.ExtraWide
code-creation,BytecodeHandler,1,5929,0x14a2000,382,JumpLoop.ExtraWide
code-creation,BytecodeHandler,1,5932,0x14a2180,52,Jump.ExtraWide
code-creation,BytecodeHandler,1,5935,0x14a21c0,64,JumpConstant.ExtraWide
code-creation,BytecodeHandler,1,5938,0x14a2220,88,JumpIfNullConstant.ExtraWide
code-creation,BytecodeHandler,1,5941,0x14a2280,88,JumpIfNotNullConstant.ExtraWide
code-creation,BytecodeHandler,1,5945,0x14a22e0,88,JumpIfUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,5948,0x14a2340,88,JumpIfNotUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,5952,0x14a23a0,92,JumpIfUndefinedOrNullConstant.ExtraWide
code-creation,BytecodeHandler,1,5955,0x14a2400,88,JumpIfTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,5959,0x14a2460,88,JumpIfFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,5962,0x14a24c0,96,JumpIfJSReceiverConstant.ExtraWide
code-creation,BytecodeHandler,1,5965,0x14a2540,300,JumpIfToBooleanTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,5969,0x14a2680,300,JumpIfToBooleanFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,5972,0x14a27c0,288,JumpIfToBooleanTrue.ExtraWide
code-creation,BytecodeHandler,1,5976,0x14a2900,288,JumpIfToBooleanFalse.ExtraWide
code-creation,BytecodeHandler,1,5979,0x14a2a40,72,JumpIfTrue.ExtraWide
code-creation,BytecodeHandler,1,5982,0x14a2aa0,72,JumpIfFalse.ExtraWide
code-creation,BytecodeHandler,1,5985,0x14a2b00,72,JumpIfNull.ExtraWide
code-creation,BytecodeHandler,1,5988,0x14a2b60,72,JumpIfNotNull.ExtraWide
code-creation,BytecodeHandler,1,5992,0x14a2bc0,72,JumpIfUndefined.ExtraWide
code-creation,BytecodeHandler,1,5995,0x14a2c20,72,JumpIfNotUndefined.ExtraWide
code-creation,BytecodeHandler,1,5998,0x14a2c80,80,JumpIfUndefinedOrNull.ExtraWide
code-creation,BytecodeHandler,1,6002,0x14a2ce0,84,JumpIfJSReceiver.ExtraWide
code-creation,BytecodeHandler,1,6005,0x14a2d40,116,SwitchOnSmiNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,6008,0x14a2dc0,533,ForInEnumerate.ExtraWide
code-creation,BytecodeHandler,1,6012,0x14a2fe0,288,ForInPrepare.ExtraWide
code-creation,BytecodeHandler,1,6015,0x14a3120,64,ForInContinue.ExtraWide
code-creation,BytecodeHandler,1,6018,0x14a3180,326,ForInNext.ExtraWide
code-creation,BytecodeHandler,1,6021,0x14a32e0,52,ForInStep.ExtraWide
code-creation,BytecodeHandler,1,6024,0x14a3320,181,ThrowReferenceErrorIfHole.ExtraWide
code-creation,BytecodeHandler,1,6028,0x14a33e0,128,SwitchOnGeneratorState.ExtraWide
code-creation,BytecodeHandler,1,6031,0x14a3480,686,SuspendGenerator.ExtraWide
code-creation,BytecodeHandler,1,6035,0x14a3740,244,ResumeGenerator.ExtraWide
code-creation,BytecodeHandler,1,6038,0x14a3840,173,GetIterator.ExtraWide
code-creation,BytecodeHandler,1,6043,0x14a3900,149,IncBlockCounter.ExtraWide
code-creation,BytecodeHandler,1,6047,0x14a39a0,77,Abort.ExtraWide
tick,0x7f1b2aa8e93f,6050,0,0x0,6
tick,0xbf8a80,6777,0,0x0,2
code-creation,Eval,12,6950,0x68b1f9eaa6e,6, internal/bootstrap/loaders.js:1:1,0x68b1f9ea9a0,~
code-creation,Eval,12,6997,0x68b1f9eb1d6,406, internal/bootstrap/loaders.js:1:1,0x68b1f9ea9d8,~
code-creation,Eval,12,7007,0x68b1f9eb4f6,59,<static_fields_initializer> internal/bootstrap/loaders.js:165:3,0x68b1f9eaf28,~
code-creation,LazyCompile,12,7213,0x68b1f9eb796,19,SafeSet internal/per_context/primordials.js:102:3,0x177d5f0c5898,~
code-creation,LazyCompile,12,7273,0x68b1f9eb99e,77,internalBinding internal/bootstrap/loaders.js:133:45,0x68b1f9eabe0,~
code-creation,LazyCompile,12,7341,0x68b1f9ebefe,40, internal/bootstrap/loaders.js:165:38,0x68b1f9eb430,~
code-creation,LazyCompile,12,7368,0x68b1f9ec0f6,68,NativeModule internal/bootstrap/loaders.js:167:14,0x68b1f9eac80,~
code-creation,Eval,12,7684,0x68b1f9ed52e,6, internal/bootstrap/node.js:1:1,0x68b1f9ed460,~
code-creation,Eval,12,7757,0x68b1f9ede96,1444, internal/bootstrap/node.js:1:1,0x68b1f9ed498,~
tick,0xf7a182,7836,0,0x0,3,0x1057ae0,0x68b1f9edef0
code-creation,LazyCompile,12,7847,0x68b1f9ee9be,76,setupPrepareStackTrace internal/bootstrap/node.js:252:32,0x68b1f9ed560,~
code-creation,LazyCompile,12,7889,0x68b1f9eeff6,85,nativeModuleRequire internal/bootstrap/loaders.js:297:29,0x68b1f9eaaa0,~
code-creation,LazyCompile,12,7922,0x68b1f9ef20e,192,compileForInternalLoader internal/bootstrap/loaders.js:264:27,0x68b1f9eaed8,~
code-creation,Eval,12,8686,0x68b1f9f6d7e,6, internal/errors.js:1:1,0x68b1f9f6cb0,~
tick,0xe1067a,8855,1,0xa6d0f0,3,0xc08330,0x68b1f9ef259,0x68b1f9ef046,0x68b1f9ee9e1,0x68b1f9edef0
code-creation,Eval,12,8901,0x68b1f9f93fe,6221, internal/errors.js:1:1,0x68b1f9f6ce8,~
code-creation,LazyCompile,12,9226,0x68b1f9fdb2e,156,E internal/errors.js:325:11,0x68b1f9f7060,~
code-creation,LazyCompile,12,9251,0x68b1f9fddde,45,makeNodeErrorWithCode internal/errors.js:251:31,0x68b1f9f6f18,~
code-creation,LazyCompile,12,9370,0x68b1f9fe096,36, internal/errors.js:336:26,0x68b1f9fda48,~
code-creation,LazyCompile,12,9528,0x68b1f9fe2c6,44,makeSystemErrorWithCode internal/errors.js:243:33,0x68b1f9f6ea0,~
code-creation,Eval,12,9853,0x3fc41ae004fe,6, internal/util.js:1:1,0x3fc41ae00430,~
code-creation,Eval,12,9894,0x3fc41ae010f6,721, internal/util.js:1:1,0x3fc41ae00468,~
tick,0x10dc35e,9909,1,0xa6d0f0,6,0xc08330,0x68b1f9ef259,0x68b1f9ef046,0x68b1f9edf2d
code-creation,LazyCompile,12,10569,0x3fc41ae185de,124,setupProcessObject internal/bootstrap/node.js:271:28,0x68b1f9ed5b0,~
code-creation,Eval,12,10902,0x3fc41ae1947e,6, events.js:1:1,0x3fc41ae193b0,~
